juv_other_count,score_text,priors_count,juv_misd_count,juvenile_total,sex,age_cat,id,c_charge_degree,two_year_recid,juv_fel_count,age_in_months,race,prior_offenses,age,decile_score
0,Low,0.0,0,0.0,Male,25 - 45,5331,M,0,0.0,324.0,african-american,0.0,27.0,1
0,Low,10.0,0,0.0,Female,Greater than 45,4421,F,1,0.0,636.0,African-American,10.0,53.0,2
0,Low,1.0,0,0.0,Female,25 - 45,10540,M,1,0.0,372.0,Caucasian,1.0,31.0,1
1,Low,0.0,0,1.0,Female,Less than 25,2320,F,1,0.0,264.0,African-American,0.0,22.0,4
0,Medium,1.0,0,0.0,Male,Less than 25,5997,F,0,0.0,288.0,Caucasian,1.0,24.0,6
0,Low,0.0,0,0.0,Male,25 - 45,547,F,0,0.0,360.0,Caucasian,0.0,30.0,4
0,High,16.0,0,0.0,Male,25 - 45,1702,F,1,0.0,396.0,African-American,16.0,33.0,9
0,Low,0.0,0,0.0,Male,Less than 25,7551,M,1,0.0,252.0,African-American,0.0,21.0,2
0,Medium,3.0,1,1.0,Male,25 - 45,10388,M,1,0.0,312.0,?,3.0,26.0,6
0,High,0.0,0,0.0,Male,Less than 25,2848,M,1,0.0,276.0,Caucasian,0.0,23.0,8
0,Low,0.0,0,0.0,Male,Less than 25,7737,f,0,0.0,276.0,Caucasian,0.0,23.0,2
0,Low,,0,0.0,Male,Greater than 45,1730,F,0,0.0,564.0,African-American,,47.0,4
0,Low,7.0,0,0.0,Female,25 - 45,8920,F,1,0.0,420.0,African-American,7.0,35.0,2
0,Medium,8.0,0,0.0,Male,25 - 45,8285,M,1,0.0,336.0,African-American,8.0,28.0,6
0,Low,0.0,0,0.0,Female,25 - 45,5824,M,0,0.0,336.0,African-American,0.0,28.0,2
0,Low,0.0,0,0.0,Male,25 - 45,5211,F,0,0.0,348.0,Hispanic,0.0,29.0,3
0,Medium,0.0,0,0.0,female,25 - 45,9062,M,0,0.0,480.0,CAUCASIAN,0.0,40.0,5
0,Low,0.0,0,0.0,Male,Greater than 45,4609,M,0,0.0,600.0,Caucasian,0.0,50.0,1
0,Low,1.0,0,0.0,Male,25 - 45,9886,F,0,0.0,384.0,Hispanic,1.0,32.0,1
0,Low,0.0,0,0.0,Female,25 - 45,5472,F,1,0.0,324.0,Caucasian,0.0,27.0,2
0,Low,1.0,0,0.0,Male,25 - 45,7454,M,1,0.0,504.0,African-American,1.0,42.0,2
0,Low,0.0,0,0.0,Female,25 - 45,5454,F,1,0.0,300.0,Caucasian,0.0,25.0,4
0,Low,,0,0.0,Male,Greater than 45,2338,m,0,0.0,708.0,Hispanic,,59.0,1
0,Medium,4.0,0,0.0,Male,25 - 45,3668,M,0,0.0,420.0,African-American,4.0,35.0,5
0,Low,0.0,0,0.0,Male,25 - 45,7974,M,1,0.0,444.0,African-American,0.0,37.0,1
1,High,2.0,0,1.0,Female,25 - 45,8422,F,1,0.0,372.0,Caucasian,2.0,31.0,8
0,Low,0.0,0,0.0,Male,Less than 25,3511,F,0,0.0,276.0,Caucasian,0.0,23.0,3
0,Low,9.0,0,0.0,Male,25 - 45,10036,m,1,0.0,312.0,African-American,9.0,26.0,4
0,Medium,0.0,0,0.0,Female,25 - 45,2787,F,1,0.0,468.0,African-American,0.0,39.0,5
1,High,27.0,5,6.0,Male,25 - 45,7812,M,1,0.0,324.0,African-American,27.0,27.0,10
0,Medium,3.0,0,0.0,Male,25 - 45,9326,M,1,0.0,420.0,Caucasian,3.0,35.0,5
0,Low,,0,0.0,Male,Greater than 45,7732,m,1,0.0,636.0,African-American,,53.0,2
1,High,1.0,0,1.0, Male,Less than 25,659,,1,0.0,228.0,Caucasian,1.0,19.0,10
0,LOW,2.0,0,0.0,Male,25 - 45,7754,M,1,,300.0,Caucasian,2.0,25.0,4
0,LOW,N/A,0,0.0,Male,25 - 45,5650,F,0,0.0,336.0,African-American,N/A,28.0,4
3,High,21.0,1,6.0,Male,25 - 45,54,F,1,2.0,408.0,?,21.0,34.0,9
0,Low,5.0,0,0.0,Male,Greater than 45,2582,M,0,0.0,552.0,Caucasian,5.0,46.0,3
0,Low,0.0,0,0.0,Male,25 - 45,704,F,0,0.0,504.0,African-American,0.0,42.0,1
0,Low,0.0,0,0.0,Female,Greater than 45,4358,F,0,0.0,768.0,Other,0.0,64.0,1
0,Low,1.0,0,0.0,Male,Greater than 45,10168,M,0,0.0,588.0,Caucasian,1.0,49.0,1
0,Low,1.0,0,0.0,Male,25 - 45,5912,F,0,0.0,504.0,Hispanic,1.0,42.0,1
0,Medium,0.0,0,0.0,Male,25 - 45,3139,F,0,0.0,300.0,Hispanic,0.0,25.0,7
0,Low,3.0,0,0.0,Male,Greater than 45,4737,F,0,0.0,552.0,African-American,3.0,46.0,4
0,Low,0.0,0,0.0, Male,25 - 45,2869,M,0,0.0,432.0,Hispanic,0.0,36.0,1
0,High,4.0,0,0.0,Male,25 - 45,6652,F,1,0.0,300.0,African-American,4.0,25.0,8
0,Low,1.0,0,0.0,Male,25 - 45,3008,M,1,0.0,372.0,caucasian,1.0,31.0,2
0,Medium,0.0,0,0.0,Female,25 - 45,7381,F,0,0.0,516.0,African-American,0.0,43.0,6
0,Low,0.0,0,0.0,Male,Less than 25,9704,F,0,0.0,240.0,African-American,0.0,20.0,3
0,Low,0.0,0,0.0,Male,25 - 45,2085,F,1,0.0,396.0,Caucasian,0.0,33.0,2
0,Medium,1.0,0,0.0,Male,Less than 25,5247,F,1,0.0,288.0,African-American,1.0,24.0,6
0,Low,0.0,0,0.0,Male,Less than 25,2540,F,0,0.0,252.0,Caucasian,0.0,21.0,3
1,High,7.0,0,1.0,Male,25 - 45,2620,M,1,0.0,300.0,African-American,7.0,25.0,9
0,Low,1.0,0,0.0,Male,25 - 45,2955,M,0,0.0,360.0,AFRICAN-AMERICAN,1.0,30.0,2
0,Low,,0,0.0,Male,Greater than 45,299,F,0,0.0,600.0,Caucasian,,50.0,1
0,High,9.0,0,0.0,Male,25 - 45,8209,F,0,0.0,336.0,Asian,9.0,28.0,8
1,High,6.0,3,4.0,Male,Less than 25,2018,,1,0.0,264.0,African-American,6.0,22.0,10
0,Medium,0.0,0,0.0,Male,Less than 25,3198,F,0,,252.0,Other,0.0,21.0,6
0,Medium,-,0,0.0,Male,Less than 25,3754,F,1,0.0,264.0,African-American,-,22.0,6
0,Medium,1.0,0,0.0,female,Greater than 45,2439,M,0,0.0,552.0,African-American,1.0,46.0,5
0,MEDIUM,10.0,0,0.0,Male,25 - 45,1456,f,1,0.0,324.0,African-American,10.0,27.0,6
0,High,2.0,0,0.0,Male,25 - 45,7202,F,0,0.0,384.0,African-American,2.0,32.0,10
0,Medium,1.0,0,0.0,Male,Less than 25,7419,F,0,0.0,252.0,African-American,1.0,21.0,7
0,Medium,0.0,0,0.0,Female,Less than 25,8728,Misdemeanor,0,0.0,288.0,Caucasian,0.0,24.0,6
0,Low,0.0,0,0.0,Female,Less than 25,6481,M,0,0.0,276.0,-,0.0,23.0,4
0,Low,1.0,0,0.0,Male,25 - 45,71,F,1,0.0,348.0,caucasian,1.0,29.0,2
0,High,17.0,1,1.0,Male,25 - 45,8552,F,1,0.0,348.0,African-American,17.0,29.0,10
0,Low,8.0,0,0.0,Male,25 - 45,9985,F,0,0.0,504.0,Caucasian,8.0,42.0,4
0,Low,0.0,0,0.0,Male,25 - 45,6564,F,0,0.0,408.0,Caucasian,0.0,34.0,3
0,High,10.0,0,0.0,Male,25 - 45,8559,F,1,0.0,300.0,African-American,10.0,25.0,9
0,Low,3.0,0,0.0,Male,25 - 45,4226,F,1,0.0,,Caucasian,3.0,,4
0,LOW,0.0,0,0.0, Male,Greater than 45,7694,M,0,,624.0,African-American,0.0,52.0,1
0,Medium,0.0,0,0.0,Female,Less than 25,7897,M,1,0.0,288.0,Caucasian,0.0,24.0,5
0,High,0.0,0,0.0,Male,25 - 45,7205,F,1,0.0,324.0,Caucasian,0.0,27.0,8
0,LOW,2.0,0,0.0,Male,25 - 45,3118,M,0,0.0,336.0,African-American,2.0,28.0,4
0,Low,0.0,0,0.0,Male,25 - 45,10595,m,0,0.0,468.0,Caucasian,0.0,39.0,1
0,high,0.0,0,0.0,Male,Less than 25,7894,F,0,0.0,240.0,African-American,0.0,20.0,8
0,high,11.0,0,0.0,Male,Less than 25,2807,F,1,0.0,288.0,Hispanic,11.0,24.0,10
0,Low,1.0,0,0.0,Male,Less than 25,9795,F,0,0.0,288.0,Hispanic,1.0,24.0,2
0,Low,1.0,0,0.0,Male,25 - 45,10065,M,0,0.0,312.0,Caucasian,1.0,26.0,4
0,Medium,8.0,0,0.0,Male,25 - 45,3663,F,0,0.0,396.0,African-American,8.0,33.0,6
0,Medium,1.0,0,0.0,MALE,25 - 45,1046,M,0,0.0,432.0,African-American,1.0,36.0,5
0,Low,2.0,0,0.0,Male,Greater than 45,2130,M,1,0.0,660.0,Caucasian,2.0,55.0,1
0,Low,3.0,0,0.0,Male,25 - 45,10894,F,0,0.0,396.0,African-American,3.0,33.0,4
0,Low,7.0,0,0.0,Male,25 - 45,5924,M,1,0.0,336.0,African-American,7.0,28.0,3
0,Low,3.0,0,0.0,Male,25 - 45,10431,M,0,0.0,492.0,Caucasian,3.0,41.0,1
0,Low,8.0,0,0.0,Female,Greater than 45,2554,F,0,0.0,588.0,CAUCASIAN,8.0,49.0,2
0,Medium,2.0,0,0.0,Male,25 - 45,3344,F,1,0.0,456.0,African-American,2.0,38.0,7
0,Low,0.0,0,0.0,Male,Less than 25,5170,F,1,0.0,264.0,Other,0.0,22.0,2
1,High,0.0,0,1.0,Male,Less than 25,7481,F,1,0.0,252.0,Caucasian,0.0,21.0,8
0,High,4.0,0,0.0,Male,25 - 45,3278,f,1,0.0,300.0,African-American,4.0,25.0,10
0,Low,,0,0.0,Male,Greater than 45,7744,M,1,0.0,636.0,Caucasian,,53.0,2
0,Low,1.0,0,0.0,Male,25 - 45,10507,F,0,0.0,396.0,Caucasian,1.0,33.0,2
0,Low,0.0,0,0.0,Male,25 - 45,6101,M,0,0.0,324.0,Caucasian,0.0,27.0,2
1,High,11.0,0,1.0,Female,Less than 25,7362,,1,0.0,288.0,African-American,11.0,24.0,9
0,High,5.0,0,0.0,Male,25 - 45,5275,F,0,0.0,348.0,African-American,5.0,29.0,10
0,Medium,1.0,0,0.0,Male,Less than 25,8989,M,1,0.0,264.0,African-American,1.0,22.0,7
0,Medium,3.0,0,0.0,Male,25 - 45,5501,F,1,0.0,396.0,African-American,3.0,33.0,5
0,Medium,,0,0.0, Male,Greater than 45,3375,F,1,0.0,624.0,Hispanic,,52.0,7
1,Low,1.0,0,1.0,Female,25 - 45,8794,F,0,0.0,360.0,Caucasian,1.0,30.0,2
0,Low,0.0,0,0.0,Male,Less than 25,10021,F,0,0.0,288.0,Caucasian,0.0,24.0,4
0,Low,0.0,0,0.0,Male,25 - 45,5217,F,1,0.0,444.0,African-American,0.0,37.0,1
0,high,3.0,0,0.0,Female,Less than 25,657,F,1,0.0,288.0,African-American,3.0,24.0,10
0,Medium,3.0,0,0.0,Male,Greater than 45,7162,F,1,0.0,564.0,African-American,3.0,47.0,5
0,HIGH,5.0,0,0.0,Female,Less than 25,7278,F,1,0.0,264.0,African-American,5.0,22.0,9
0,Low,5.0,0,0.0,Male,25 - 45,4296,F,0,0.0,444.0,Hispanic,5.0,37.0,2
0,Low,4.0,0,0.0,Male,25 - 45,2009,M,1,0.0,384.0,African-American,4.0,32.0,4
0,Low,1.0,0,0.0,Male,25 - 45,10333,F,0,0.0,480.0,Other,1.0,40.0,1
0,Medium,0.0,0,0.0,Male,25 - 45,6809,F,0,0.0,348.0,African-American,0.0,29.0,6
0,Medium,10.0,0,0.0,n/a,25 - 45,1705,F,0,0.0,360.0,African-American,10.0,30.0,5
0,Low,,0,0.0,Male,Greater than 45,4415,M,1,0.0,564.0,African-American,,47.0,1
0,Low,0.0,0,0.0,Male,Less than 25,4157,F,1,0.0,264.0,African-American,0.0,22.0,4
0,Low,3.0,0,0.0,Male,25 - 45,849,F,1,0.0,468.0,African-American,3.0,39.0,3
0,Low,0.0,0,0.0,Male,25 - 45,664,M,0,0.0,408.0,Caucasian,0.0,34.0,1
0,Low,1.0,0,0.0,Male,25 - 45,4039,M,0,0.0,396.0,Hispanic,1.0,33.0,4
2,High,14.0,0,2.0,Female,25 - 45,8223,Felony,0,0.0,372.0,Caucasian,14.0,31.0,10
0,Low,0.0,0,0.0,Female,25 - 45,3726,F,0,0.0,492.0,Hispanic,0.0,41.0,1
0,Low,2.0,0,0.0,Male,25 - 45,59,M,1,0.0,348.0,caucasian,2.0,29.0,2
0,Medium,1.0,0,0.0,Male,25 - 45,8608,M,0,0.0,420.0,African-American,1.0,35.0,6
3,Medium,4.0,0,3.0,Male,Less than 25,8568,F,1,0.0,288.0,African-American,4.0,24.0,5
0,High,9.0,0,0.0,Male,25 - 45,2979,f,0,0.0,528.0,African-American,9.0,44.0,8
0,Low,0.0,0,0.0,Male,Greater than 45,10317,M,0,,744.0,African-American,0.0,62.0,1
0,LOW,4.0,0,0.0,Male,25 - 45,5323,F,0,0.0,444.0,African-American,4.0,37.0,1
0,Medium,2.0,0,0.0,FEMALE,25 - 45,6838,F,1,0.0,468.0,Caucasian,2.0,39.0,5
0,Low,1.0,0,0.0,Female,Less than 25,8523,f,0,0.0,264.0,Hispanic,1.0,22.0,4
0,Low,0.0,0,0.0,Female,Greater than 45,594,M,0,0.0,624.0,Caucasian,0.0,52.0,1
0,Low,2.0,0,0.0,Female,25 - 45,2689,M,0,0.0,336.0,African-American,2.0,28.0,2
0,Low,2.0,0,0.0,Male,25 - 45,8596,M,1,0.0,456.0,African-American,2.0,38.0,4
0,Low,0.0,0,0.0,Male,25 - 45,8716,M,0,0.0,360.0,African-American,0.0,30.0,1
0,Low,2.0,0,0.0,Male,25 - 45,8048,F,0,0.0,396.0,Caucasian,2.0,33.0,3
0,High,0.0,0,0.0,MALE,Less than 25,1924,,1,0.0,240.0,African-American,0.0,20.0,10
0,Low,1.0,0,0.0,Female,Greater than 45,4724,M,1,0.0,768.0,-,1.0,64.0,1
0,Low,2.0,0,0.0,Male,25 - 45,6604,F,1,0.0,456.0,African-American,2.0,38.0,3
1,Medium,3.0,0,1.0,Male,Less than 25,10712,Felony,1,0.0,288.0,African-American,3.0,24.0,6
0,Low,9.0,0,0.0, Male,Greater than 45,5432,Misdemeanor,1,0.0,672.0,Caucasian,9.0,56.0,1
0,Low,1.0,0,0.0,Female,25 - 45,8356,M,1,0.0,300.0,Caucasian,1.0,25.0,4
0,Low,2.0,0,0.0, Male,25 - 45,7730,M,1,0.0,360.0,Caucasian,2.0,30.0,2
0,Low,0.0,0,0.0,Female,25 - 45,3335,M,1,0.0,360.0,Hispanic,0.0,30.0,3
0,High,8.0,0,0.0,MALE,25 - 45,5019,F,1,0.0,360.0,african-american,8.0,30.0,9
0,Low,1.0,0,0.0,Female,25 - 45,136,M,0,0.0,,African-American,1.0,,2
0,Medium,4.0,0,0.0,Female,25 - 45,1607,F,1,0.0,312.0,African-American,4.0,26.0,7
0,Low,4.0,0,0.0,Male,25 - 45,2968,M,1,0.0,372.0,African-American,4.0,31.0,3
0,Medium,14.0,0,0.0,Female,Greater than 45,2773,M,1,0.0,588.0,African-American,14.0,49.0,7
0,Medium,0.0,0,0.0,Female,Less than 25,1271,Misdemeanor,1,0.0,288.0,African-American,0.0,24.0,5
1,Low,0.0,0,1.0,Male,25 - 45,4239,F,0,0.0,420.0,Hispanic,0.0,35.0,3
0,Low,2.0,0,0.0, Male,25 - 45,5830,F,0,0.0,300.0,Caucasian,2.0,25.0,4
0,high,5.0,0,0.0,Male,25 - 45,962,M,0,0.0,324.0,-,5.0,27.0,9
0,Low,3.0,2,2.0,Male,Less than 25,2228,F,1,0.0,228.0,African-American,3.0,19.0,4
0,High,7.0,0,1.0,Male,25 - 45,4631,F,1,1.0,336.0,African-American,7.0,28.0,10
0,Low,3.0,0,0.0,Female,25 - 45,10086,F,1,0.0,528.0, Caucasian,3.0,44.0,2
0,low,1.0,0,0.0,Male,Greater than 45,7396,M,0,0.0,696.0,Hispanic,1.0,58.0,1
0,Low,3.0,0,0.0,Male,25 - 45,3281,F,1,0.0,360.0,Caucasian,3.0,30.0,4
1,Low,1.0,1,2.0,Male,Less than 25,1107,F,1,0.0,264.0,-,1.0,22.0,4
0,Medium,7.0,0,0.0,Female,Greater than 45,9132,F,0,0.0,612.0,Caucasian,7.0,51.0,5
0,Low,,0,0.0,Male,Greater than 45,5787,M,0,0.0,564.0,Caucasian,,47.0,1
0,Medium,2.0,0,0.0,Male,25 - 45,9618,F,0,0.0,300.0,Caucasian,2.0,25.0,6
0,Medium,6.0,0,0.0,Male,25 - 45,8016,F,1,0.0,348.0,African-American,6.0,29.0,6
0,Medium,3.0,0,0.0,Male,25 - 45,6079,F,0,0.0,492.0,African-American,3.0,41.0,7
0,High,1.0,1,1.0,Male,Less than 25,6587,F,1,0.0,252.0,African-American,1.0,21.0,9
0,Low,0.0,0,0.0,MALE,Greater than 45,753,m,0,0.0,648.0,African-American,0.0,54.0,1
0,Low,0.0,0,0.0,Female,25 - 45,1615,F,0,0.0,456.0,Caucasian,0.0,38.0,1
0,Medium,4.0,0,0.0,Male,Greater than 45,7104,M,1,0.0,588.0,Caucasian,4.0,49.0,6
0,Medium,12.0,0,0.0,Male,Greater than 45,7865,F,1,0.0,564.0, African-American,12.0,47.0,6
0,High,7.0,0,0.0,Female,Greater than 45,4582,M,0,0.0,552.0,African-American,7.0,46.0,8
0,Low,2.0,0,0.0,Female,25 - 45,2410,M,0,0.0,396.0,Hispanic,2.0,33.0,4
0,Low,0.0,0,0.0,Male,Greater than 45,10817,F,1,0.0,612.0,Other,0.0,51.0,1
0,High,4.0,4,4.0,Male,Less than 25,9352,F,0,0.0,240.0,?,4.0,20.0,10
0,Low,3.0,0,0.0,Male,Less than 25,4485,F,1,0.0,288.0,African-American,3.0,24.0,3
0,High,0.0,0,0.0,Male,Less than 25,383,M,0,0.0,288.0,Hispanic,0.0,24.0,8
2,Medium,3.0,0,2.0,Male,Less than 25,7545,,0,0.0,288.0,Caucasian,3.0,24.0,5
0,Low,0.0,0,0.0,Male,25 - 45,1945,F,0,0.0,,African-American,0.0,,2
0,Low,0.0,0,0.0,Male,Less than 25,1073,M,0,0.0,276.0,Hispanic,0.0,23.0,4
0,Low,0.0,0,0.0,Male,Less than 25,1458,,0,0.0,264.0,Caucasian,0.0,22.0,3
0,Medium,0.0,0,0.0,Female,25 - 45,9346,M,0,0.0,372.0,African-American,0.0,31.0,6
1,High,0.0,0,1.0,Male,Less than 25,2871,F,1,0.0,252.0,African-American,0.0,21.0,9
0,Low,N/A,0,0.0,Male,Greater than 45,1418,f,0,0.0,540.0,Hispanic,N/A,45.0,3
0,Low,10.0,0,0.0,Male,25 - 45,3990,M,1,0.0,420.0,African-American,10.0,35.0,4
2,Medium,1.0,1,3.0,Male,Less than 25,5719,,0,0.0,252.0,African-American,1.0,21.0,7
0,Low,0.0,0,0.0,Male,25 - 45,1925,M,0,0.0,480.0,Other,0.0,40.0,1
0,Low,0.0,0,0.0,Male,25 - 45,5313,M,1,0.0,360.0,Caucasian,0.0,30.0,1
0,High,0.0,0,0.0,Male,25 - 45,10181,F,0,0.0,384.0,African-American,0.0,32.0,9
0,High,,0,0.0,Male,Greater than 45,8482,F,0,0.0,600.0,African-American,,50.0,9
0,Low,0.0,0,0.0,Male,25 - 45,8813,F,1,0.0,300.0,African-American,0.0,25.0,2
0,High,-,0,0.0,Male,Less than 25,3691,M,1,0.0,228.0,-,-,19.0,9
0,Medium,3.0,0,0.0,Male,Less than 25,7098,,1,0.0,240.0,African-American,3.0,20.0,7
0,Medium,2.0,0,0.0,Female,25 - 45,6330,M,0,0.0,312.0,Caucasian,2.0,26.0,5
1,Low,2.0,0,1.0,Male,Less than 25,4588,,1,0.0,288.0,African-American,2.0,24.0,3
0,Medium,13.0,0,0.0, Male,25 - 45,10805,F,0,0.0,408.0,Caucasian,13.0,34.0,5
0,Low,,0,0.0,Male,Greater than 45,9479,F,0,0.0,624.0,Caucasian,,52.0,1
0,Medium,1.0,0,0.0,Male,Less than 25,9837,f,0,0.0,276.0,Caucasian,1.0,23.0,5
0,Low,0.0,0,0.0,Male,25 - 45,9205,M,0,0.0,312.0,Hispanic,0.0,26.0,2
0,Low,11.0,0,2.0,Male,25 - 45,3890,F,0,2.0,444.0,Other,11.0,37.0,3
0,High,11.0,0,0.0,male,25 - 45,9926,M,1,0.0,360.0,Caucasian,11.0,30.0,10
0,Low,0.0,0,0.0,Female,25 - 45,1764,M,0,0.0,336.0,Caucasian,0.0,28.0,4
0,Low,2.0,0,0.0,Male,25 - 45,1602,M,0,0.0,384.0, African-American,2.0,32.0,2
0,Low,2.0,0,0.0,Male,Greater than 45,10434,M,0,0.0,564.0,Caucasian,2.0,47.0,2
3,High,0.0,0,3.0,Male,Less than 25,8999,,1,0.0,252.0,African-American,0.0,21.0,10
0,MEDIUM,0.0,0,0.0,Female,25 - 45,5528,F,0,0.0,336.0,Caucasian,0.0,28.0,6
0,Low,0.0,0,0.0,Male,25 - 45,7571,F,0,0.0,372.0,African-American,0.0,31.0,2
0,Medium,3.0,0,0.0,Male,25 - 45,914,M,1,0.0,324.0,African-American,3.0,27.0,7
0,Low,N/A,0,0.0,Male,25 - 45,2623,F,0,0.0,444.0,African-American,N/A,37.0,2
0,Low,,0,0.0,Male,Greater than 45,10125,Felony,1,0.0,600.0,Hispanic,,50.0,1
0,Low,5.0,1,1.0,Male,25 - 45,1488,M,1,0.0,384.0,African-American,5.0,32.0,2
0,Low,-,0,0.0,Male,25 - 45,21,M,0,0.0,444.0,Hispanic,-,37.0,1
0,High,15.0,0,0.0,Male,Greater than 45,2633,F,1,0.0,540.0,African-American,15.0,45.0,9
0,Medium,6.0,0,0.0,Male,25 - 45,8467,M,1,0.0,336.0,African-American,6.0,28.0,5
0,Low,1.0,0,0.0,MALE,25 - 45,6616,M,1,0.0,336.0,Caucasian,1.0,28.0,2
0,Low,0.0,0,0.0,Female,25 - 45,5049,M,0,0.0,312.0,Caucasian,0.0,26.0,2
0,HIGH,4.0,0,0.0,Male,Less than 25,956,,1,0.0,288.0,African-American,4.0,24.0,10
0,Low,0.0,0,0.0,Male,Less than 25,10252,M,0,0.0,288.0,African-American,0.0,24.0,4
0,Low,0.0,0,0.0,Male,25 - 45,1899,M,0,0.0,384.0,Hispanic,0.0,32.0,1
0,Low,0.0,0,0.0,Male,25 - 45,10549,F,0,0.0,372.0,Other,0.0,31.0,3
0,Low,1.0,0,0.0,Male,25 - 45,10138,M,0,0.0,396.0,HISPANIC,1.0,33.0,2
0,Low,1.0,0,0.0,Male,25 - 45,3462,M,1,0.0,444.0,Caucasian,1.0,37.0,1
0,Low,8.0,0,0.0,Male,25 - 45,7559,F,0,0.0,,Caucasian,8.0,,3
0,High,15.0,0,0.0,Male,Greater than 45,9364,M,0,0.0,600.0,African-American,15.0,50.0,8
0,Low,2.0,0,0.0,Male,25 - 45,789,M,0,0.0,396.0,African-American,2.0,33.0,3
0,High,0.0,0,0.0,Male,Less than 25,1103,F,0,0.0,264.0,African-American,0.0,22.0,8
0,Low,5.0,0,0.0,Male,25 - 45,169,M,1,0.0,456.0,CAUCASIAN,5.0,38.0,4
0,Low,8.0,0,0.0,Male,Greater than 45,282,M,1,0.0,540.0,Caucasian,8.0,45.0,4
0,High,1.0,0,0.0,Female,Greater than 45,2245,F,0,0.0,,Caucasian,1.0,,8
0,High,24.0,1,2.0,MALE,25 - 45,7302,F,1,1.0,492.0,African-American,24.0,41.0,10
0,Low,0.0,0,0.0,Female,25 - 45,10749,Felony,0,0.0,348.0,African-American,0.0,29.0,2
0,Medium,N/A,0,0.0,Male,Greater than 45,6459,M,1,0.0,708.0,African-American,N/A,59.0,6
0,Medium,0.0,0,0.0,Female,Less than 25,7101,F,0,0.0,288.0,Caucasian,0.0,24.0,5
0,Medium,0.0,0,0.0,Male,Less than 25,7170,F,0,,,Caucasian,0.0,,5
0,Low,1.0,0,0.0,Male,25 - 45,239,F,0,0.0,348.0,Hispanic,1.0,29.0,4
0,Low,1.0,0,0.0,Male,Less than 25,889,,0,0.0,276.0,Caucasian,1.0,23.0,4
0,Low,2.0,0,0.0,Female,25 - 45,6793,M,0,0.0,456.0,Caucasian,2.0,38.0,3
0,Medium,1.0,0,0.0,Male,25 - 45,4357,M,1,0.0,444.0,African-American,1.0,37.0,7
0,Low,3.0,0,0.0,Female,25 - 45,8281,F,0,0.0,468.0,Caucasian,3.0,39.0,3
0,Medium,0.0,0,0.0,Male,Greater than 45,8262,M,1,0.0,576.0,Caucasian,0.0,48.0,6
0,MEDIUM,,0,0.0,Male,Greater than 45,2064,F,1,0.0,636.0,African-American,,53.0,6
1,High,3.0,2,3.0,Male,Less than 25,8105,,1,0.0,252.0, African-American,3.0,21.0,9
0,Medium,0.0,0,0.0,Male,25 - 45,158,M,0,0.0,372.0,Caucasian,0.0,31.0,5
0,Medium,12.0,0,0.0,Female,25 - 45,3669,F,1,0.0,492.0,Caucasian,12.0,41.0,7
0,Low,0.0,0,0.0,Male,Greater than 45,3325,M,0,0.0,552.0,Hispanic,0.0,46.0,1
0,Low,3.0,0,0.0,Male,Greater than 45,9285,F,0,0.0,564.0,African-American,3.0,47.0,2
0,Low,,0,0.0,Male,Greater than 45,3811,F,1,0.0,636.0,African-American,,53.0,2
0,Low,1.0,0,0.0,Male,25 - 45,4116,F,1,0.0,432.0,African-American,1.0,36.0,2
0,High,5.0,0,0.0,Male,Less than 25,2297,Felony,1,0.0,252.0,Caucasian,5.0,21.0,8
0,Low,1.0,0,0.0,Male,Less than 25,4099,M,0,0.0,240.0,African-American,1.0,20.0,4
0,Low,1.0,0,0.0,Male,Greater than 45,10447,F,0,0.0,624.0,Caucasian,1.0,52.0,1
0,Low,1.0,0,0.0,Male,Greater than 45,7475,M,0,0.0,696.0,Caucasian,1.0,58.0,1
0,High,1.0,0,0.0,Male,Less than 25,8261,F,0,0.0,276.0,African-American,1.0,23.0,8
0,Low,0.0,0,0.0,Male,25 - 45,6852,F,1,0.0,324.0,Other,0.0,27.0,2
0,Low,,0,0.0,Female,Greater than 45,2098,M,0,0.0,576.0,Caucasian,,48.0,1
0,Low,1.0,0,0.0,Male,Less than 25,7434,f,0,0.0,288.0,African-American,1.0,24.0,4
0,Low,1.0,0,0.0,Female,25 - 45,1663,M,0,0.0,480.0,Hispanic,1.0,40.0,1
1,Medium,1.0,0,1.0,Male,Less than 25,10864,F,1,0.0,264.0,African-American,1.0,22.0,7
0,Low,0.0,0,0.0,Female,25 - 45,1901,F,1,0.0,504.0,Caucasian,0.0,42.0,1
0,Low,3.0,0,0.0,Female,25 - 45,3214,M,1,0.0,360.0,Hispanic,3.0,30.0,3
0,Low,1.0,0,0.0,Male,Greater than 45,6689,M,0,0.0,540.0,Caucasian,1.0,45.0,1
0,Medium,1.0,0,0.0,male,Less than 25,5958,F,1,0.0,252.0,African-American,1.0,21.0,7
0,Low,0.0,0,0.0,Male,25 - 45,9275,F,0,0.0,348.0,African-American,0.0,29.0,2
0,Low,1.0,0,0.0,Male,25 - 45,8652,F,0,0.0,360.0,African-American,1.0,30.0,1
0,Low,0.0,0,0.0,Male,25 - 45,10858,F,0,0.0,312.0,African-American,0.0,26.0,2
0,High,15.0,0,0.0,male,25 - 45,7105,F,1,0.0,324.0,African-American,15.0,27.0,10
0,Medium,1.0,0,0.0,n/a,Greater than 45,6113,Misdemeanor,1,0.0,552.0,African-American,1.0,46.0,6
0,Low,3.0,0,0.0,Male,25 - 45,423,F,0,0.0,444.0,Caucasian,3.0,37.0,1
